m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20
-0.9704,-0.7472,-0.9488,0.9768,-0.108,0.964,-0.2968,0.968,-0.9744,-0.956,-0.9624,0.9624,-0.2544,-0.9704,0.9712,0.1416,0.1288,-0.9648,0.792,-0.1392
-0.9752,-0.7464,-0.9632,0.9704,-0.0992,0.9712,-0.2952,0.9744,-0.9768,-0.9528,-0.9744,0.956,-0.2472,-0.9672,0.9712,0.1352,0.1256,-0.956,0.7864,-0.132
-0.976,-0.7472,-0.964,0.9648,-0.1208,0.9656,-0.292,0.9792,-0.9744,-0.9608,-0.9784,0.9736,-0.24,-0.9736,0.9712,0.1448,0.1208,-0.9736,0.7968,-0.1432
-0.9792,-0.7328,-0.9552,0.9672,-0.124,0.9744,-0.2704,0.9768,-0.9736,-0.968,-0.9744,0.976,-0.2384,-0.9672,0.9712,0.1352,0.124,-0.968,0.7888,-0.1328
-0.9792,-0.744,-0.956,0.9784,-0.1136,0.9712,-0.2824,0.98,-0.9744,-0.9576,-0.98,0.968,-0.2176,-0.9648,0.9672,0.1224,0.1264,-0.9608,0.8048,-0.1272
-0.9744,-0.7344,-0.9616,0.976,-0.12,0.968,-0.2736,0.9776,-0.9728,-0.956,-0.9816,0.9656,-0.212,-0.9704,0.9656,0.1288,0.1392,-0.9592,0.804,-0.0968
-0.9728,-0.7288,-0.964,0.9752,-0.0992,0.9712,-0.268,0.9656,-0.9688,-0.9632,-0.9776,0.9688,-0.2048,-0.9704,0.9712,0.1112,0.1464,-0.9608,0.7992,-0.0872
-0.9648,-0.7312,-0.9712,0.9672,-0.116,0.9704,-0.2792,0.9656,-0.9744,-0.968,-0.9736,0.9712,-0.2056,-0.9664,0.9712,0.1064,0.1536,-0.9696,0.8088,-0.0872
-0.9768,-0.728,-0.9696,0.9824,-0.124,0.964,-0.2592,0.9688,-0.9784,-0.9752,-0.9728,0.9592,-0.2024,-0.9712,0.9768,0.1032,0.14,-0.9616,0.8064,-0.0976
-0.9744,-0.7376,-0.9696,0.9832,-0.1016,0.9704,-0.2608,0.9656,-0.9792,-0.9656,-0.9752,0.964,-0.216,-0.9744,0.9776,0.1096,0.152,-0.96,0.8104,-0.112
-0.9648,-0.7392,-0.9672,0.9792,-0.112,0.9688,-0.264,0.964,-0.9784,-0.9736,-0.9696,0.9768,-0.2136,-0.9704,0.976,0.1272,0.1416,-0.9712,0.8048,-0.1192
-0.9744,-0.7344,-0.9568,0.976,-0.1088,0.9696,-0.2784,0.9736,-0.976,-0.9752,-0.9704,0.968,-0.2144,-0.9728,0.9824,0.1136,0.1376,-0.9712,0.816,-0.104
-0.9688,-0.736,-0.964,0.9744,-0.1128,0.972,-0.2656,0.9688,-0.9824,-0.9824,-0.9744,0.9768,-0.2152,-0.9632,0.9808,0.0992,0.1376,-0.9648,0.8192,-0.1088
-0.968,-0.7256,-0.972,0.972,-0.1056,0.9616,-0.2544,0.9728,-0.984,-0.9728,-0.972,0.9784,-0.224,-0.9672,0.9776,0.0928,0.1544,-0.964,0.8,-0.1104
-0.9632,-0.7232,-0.9768,0.9704,-0.1176,0.9528,-0.2544,0.9704,-0.9784,-0.9736,-0.9728,0.9816,-0.232,-0.9672,0.9808,0.1152,0.1392,-0.9744,0.8064,-0.1096
-0.956,-0.7224,-0.968,0.976,-0.1224,0.9472,-0.26,0.9632,-0.9696,-0.968,-0.9768,0.98,-0.2504,-0.9656,0.972,0.116,0.14,-0.9784,0.8088,-0.1152
-0.9608,-0.7192,-0.9656,0.9728,-0.1128,0.9656,-0.2736,0.964,-0.976,-0.972,-0.9776,0.9728,-0.2456,-0.9648,0.9744,0.1056,0.148,-0.9784,0.816,-0.12
-0.9664,-0.724,-0.9648,0.9672,-0.1,0.9656,-0.264,0.9608,-0.9704,-0.9808,-0.9752,0.9784,-0.2432,-0.9688,0.9736,0.1048,0.1512,-0.9712,0.8128,-0.1128
-0.972,-0.74,-0.9656,0.972,-0.0936,0.9592,-0.272,0.976,-0.9776,-0.9728,-0.9768,0.968,-0.2512,-0.9696,0.9696,0.1184,0.1416,-0.9632,0.8024,-0.1064
-0.9712,-0.7376,-0.9736,0.9704,-0.0896,0.9648,-0.2736,0.9832,-0.9736,-0.9656,-0.9736,0.9752,-0.2576,-0.9728,0.9624,0.1216,0.1344,-0.968,0.8128,-0.1072
-0.9744,-0.7344,-0.9704,0.9776,-0.0864,0.9576,-0.2824,0.9848,-0.9744,-0.9664,-0.9712,0.9752,-0.2664,-0.9672,0.956,0.1072,0.1336,-0.9688,0.8208,-0.116
-0.9776,-0.7208,-0.9696,0.9776,-0.0768,0.964,-0.2792,0.9816,-0.9704,-0.9664,-0.9776,0.9752,-0.2784,-0.972,0.9568,0.1048,0.152,-0.968,0.8216,-0.1128
-0.9752,-0.7152,-0.972,0.9744,-0.0688,0.9712,-0.2904,0.9768,-0.9704,-0.9744,-0.9712,0.984,-0.2768,-0.96,0.952,0.0928,0.1552,-0.9688,0.8224,-0.1048
-0.9792,-0.7096,-0.964,0.9712,-0.088,0.9672,-0.2856,0.9728,-0.9792,-0.968,-0.9728,0.9864,-0.2792,-0.956,0.9536,0.0976,0.1384,-0.9704,0.8224,-0.0888
-0.98,-0.7032,-0.968,0.9728,-0.0928,0.9736,-0.308,0.9752,-0.9632,-0.9744,-0.9736,0.976,-0.2848,-0.9576,0.9688,0.0936,0.1344,-0.9712,0.8104,-0.0848
-0.972,-0.7064,-0.9632,0.9744,-0.0864,0.9752,-0.3408,0.98,-0.9616,-0.96,-0.9672,0.9736,-0.2808,-0.956,0.9728,0.0992,0.1336,-0.9768,0.8072,-0.0912
-0.9768,-0.7072,-0.9664,0.9736,-0.0824,0.9792,-0.3552,0.9784,-0.9592,-0.964,-0.9776,0.9696,-0.2696,-0.9608,0.972,0.1016,0.1312,-0.9784,0.8136,-0.0784
-0.9744,-0.7096,-0.972,0.9696,-0.084,0.976,-0.3424,0.9776,-0.9648,-0.9744,-0.9824,0.9776,-0.2504,-0.9736,0.9632,0.1152,0.1432,-0.9768,0.8264,-0.0832
-0.9752,-0.7256,-0.9688,0.9752,-0.0768,0.9672,-0.3552,0.9752,-0.976,-0.972,-0.9784,0.972,-0.2664,-0.9616,0.972,0.1088,0.1536,-0.968,0.8256,-0.0792
-0.9776,-0.732,-0.972,0.9768,-0.0824,0.9744,-0.3648,0.9672,-0.9664,-0.9672,-0.9744,0.9728,-0.2688,-0.9696,0.976,0.1,0.1336,-0.9648,0.8344,-0.0688
-0.976,-0.7216,-0.9712,0.9744,-0.0752,0.9768,-0.3632,0.972,-0.9624,-0.9656,-0.9776,0.968,-0.272,-0.9688,0.976,0.0968,0.1488,-0.9656,0.8368,-0.0648
-0.98,-0.7192,-0.9816,0.972,-0.0616,0.976,-0.3592,0.9704,-0.9712,-0.976,-0.9696,0.9728,-0.2928,-0.9672,0.9728,0.096,0.1504,-0.9664,0.8464,-0.0584
-0.9808,-0.7168,-0.976,0.972,-0.0568,0.9736,-0.3448,0.9632,-0.9736,-0.9728,-0.96,0.9672,-0.2896,-0.9688,0.9696,0.1016,0.1576,-0.9728,0.8512,-0.0768
-0.9808,-0.7232,-0.976,0.9648,-0.064,0.9712,-0.3416,0.9664,-0.9664,-0.9728,-0.9648,0.9664,-0.2696,-0.972,0.9704,0.0872,0.1688,-0.9656,0.8656,-0.0688
-0.98,-0.7184,-0.9824,0.9696,-0.052,0.972,-0.3496,0.9704,-0.9672,-0.9728,-0.9704,0.9648,-0.2768,-0.972,0.9792,0.1048,0.1776,-0.9704,0.8552,-0.0776
-0.9664,-0.7184,-0.9776,0.972,-0.0488,0.9768,-0.3288,0.9728,-0.972,-0.9696,-0.968,0.9664,-0.2976,-0.9792,0.9616,0.0992,0.1632,-0.9744,0.8448,-0.0728
-0.968,-0.7288,-0.9728,0.9712,-0.0536,0.9704,-0.3464,0.9712,-0.9656,-0.9712,-0.9672,0.9624,-0.3048,-0.9704,0.964,0.0944,0.1672,-0.9736,0.8408,-0.06
-0.9616,-0.724,-0.9784,0.9792,-0.0432,0.9688,-0.3512,0.956,-0.9696,-0.968,-0.9688,0.9704,-0.2936,-0.9768,0.972,0.0928,0.1552,-0.9664,0.86,-0.06
-0.948,-0.7312,-0.9648,0.9752,-0.0472,0.976,-0.352,0.9672,-0.972,-0.9744,-0.9704,0.976,-0.2912,-0.9728,0.96,0.0808,0.1552,-0.9704,0.8608,-0.0496
-0.9448,-0.7512,-0.9736,0.98,-0.0392,0.9688,-0.36,0.9712,-0.9728,-0.9704,-0.9672,0.976,-0.2688,-0.9712,0.964,0.0688,0.1576,-0.9704,0.8632,-0.044
-0.96,-0.7592,-0.976,0.972,-0.036,0.9744,-0.3728,0.9728,-0.9736,-0.9736,-0.9704,0.9704,-0.2808,-0.9712,0.968,0.0808,0.1568,-0.9728,0.8624,-0.04
-0.9696,-0.7584,-0.9696,0.9656,-0.0464,0.9728,-0.376,0.9744,-0.9808,-0.9784,-0.9712,0.9672,-0.2696,-0.9736,0.972,0.0808,0.168,-0.9736,0.868,-0.0272
-0.9648,-0.7608,-0.964,0.952,-0.0528,0.9704,-0.3704,0.9696,-0.9768,-0.972,-0.9688,0.964,-0.2552,-0.972,0.9744,0.0736,0.1736,-0.9784,0.868,-0.0224
-0.9744,-0.7592,-0.9656,0.9448,-0.0576,0.9736,-0.3696,0.9768,-0.98,-0.9592,-0.9736,0.9616,-0.2488,-0.9608,0.9672,0.0664,0.1664,-0.9752,0.8656,-0.0288
-0.9792,-0.7648,-0.968,0.9456,-0.0488,0.9696,-0.3784,0.9824,-0.9736,-0.9632,-0.9704,0.9656,-0.2544,-0.9624,0.9688,0.0552,0.16,-0.9696,0.856,-0.0328
-0.9784,-0.7648,-0.968,0.948,-0.0632,0.9568,-0.3664,0.9808,-0.9728,-0.9656,-0.9728,0.972,-0.2416,-0.9712,0.972,0.0504,0.1488,-0.9712,0.8672,-0.0336
-0.9784,-0.7752,-0.9688,0.9496,-0.0624,0.96,-0.3696,0.9736,-0.968,-0.972,-0.9712,0.9824,-0.2416,-0.9752,0.9696,0.0368,0.1472,-0.9728,0.8608,-0.028
-0.9776,-0.78,-0.9672,0.9592,-0.06,0.968,-0.3616,0.968,-0.9656,-0.9792,-0.9728,0.9824,-0.236,-0.9752,0.9664,0.04,0.1336,-0.972,0.8456,-0.04
-0.98,-0.7864,-0.9752,0.9704,-0.0512,0.9664,-0.3864,0.972,-0.9592,-0.9768,-0.9752,0.976,-0.2472,-0.9752,0.9672,0.048,0.132,-0.9632,0.848,-0.0392
-0.9824,-0.7984,-0.9744,0.9768,-0.06,0.968,-0.3912,0.9624,-0.9608,-0.9712,-0.9744,0.9728,-0.2336,-0.9808,0.9664,0.048,0.1296,-0.9656,0.8496,-0.0336
-0.9608,-0.7936,-0.9752,0.9816,-0.0592,0.964,-0.392,0.968,-0.9608,-0.9784,-0.9728,0.9696,-0.2472,-0.9832,0.9632,0.044,0.1328,-0.9648,0.8504,-0.0248
-0.9648,-0.8088,-0.9808,0.9688,-0.0432,0.9624,-0.4016,0.9688,-0.9648,-0.9816,-0.9664,0.976,-0.2424,-0.9792,0.9696,0.0376,0.1336,-0.9752,0.8528,-0.0216
-0.968,-0.8072,-0.9768,0.9736,-0.0456,0.9632,-0.4,0.9744,-0.9584,-0.9704,-0.9608,0.9816,-0.2448,-0.9776,0.9728,0.0352,0.1432,-0.9632,0.8464,-0.024
-0.9544,-0.8016,-0.9696,0.972,-0.0336,0.972,-0.3888,0.9768,-0.9576,-0.9688,-0.9552,0.968,-0.2424,-0.9792,0.9744,0.0224,0.1576,-0.9656,0.8648,-0.0368
-0.9632,-0.7888,-0.972,0.9792,-0.0376,0.9648,-0.4024,0.9688,-0.9744,-0.9744,-0.9632,0.9656,-0.2344,-0.9624,0.9624,0.008,0.1432,-0.9696,0.8688,-0.0408
-0.9648,-0.7816,-0.9648,0.9776,-0.0344,0.9712,-0.3976,0.968,-0.9736,-0.972,-0.9704,0.9544,-0.252,-0.9576,0.96,0.0208,0.1392,-0.9584,0.8824,-0.0288
-0.9576,-0.7848,-0.9784,0.9728,-0.0392,0.9744,-0.3936,0.9672,-0.9784,-0.9768,-0.9688,0.9696,-0.2616,-0.9496,0.956,0.0024,0.1376,-0.9704,0.8752,-0.0456
-0.9568,-0.7944,-0.9712,0.9648,-0.0416,0.9712,-0.4072,0.9704,-0.9808,-0.98,-0.9752,0.956,-0.2648,-0.9648,0.9576,0.0144,0.1464,-0.9616,0.8792,-0.0392
-0.9488,-0.8008,-0.9736,0.9656,-0.0416,0.9704,-0.4072,0.9712,-0.9712,-0.9736,-0.9768,0.9632,-0.264,-0.976,0.9568,0.0304,0.148,-0.9656,0.8792,-0.0456
-0.9424,-0.7968,-0.9784,0.9712,-0.0408,0.9808,-0.4208,0.9784,-0.9696,-0.976,-0.9736,0.9704,-0.2568,-0.9672,0.9608,0.044,0.148,-0.956,0.8784,-0.036
-0.9616,-0.7992,-0.9696,0.968,-0.0464,0.984,-0.416,0.9752,-0.9752,-0.968,-0.9584,0.9656,-0.272,-0.9616,0.9584,0.0216,0.144,-0.964,0.8672,-0.0256
-0.9736,-0.8112,-0.9736,0.9736,-0.0592,0.9744,-0.4248,0.972,-0.9752,-0.9728,-0.9616,0.968,-0.2704,-0.9584,0.9568,0.0296,0.1568,-0.9656,0.8744,-0.0152
-0.9632,-0.8216,-0.972,0.9752,-0.0648,0.9808,-0.4136,0.9736,-0.9744,-0.9688,-0.9632,0.9744,-0.2704,-0.964,0.9584,0.0328,0.1488,-0.9712,0.8736,-0.0232
-0.9488,-0.828,-0.9752,0.9712,-0.0608,0.9824,-0.4048,0.9592,-0.9728,-0.98,-0.9608,0.9704,-0.2616,-0.9728,0.9672,0.028,0.1552,-0.9656,0.8736,-0.0152
-0.96,-0.808,-0.9808,0.9752,-0.064,0.9752,-0.412,0.9544,-0.9712,-0.9792,-0.964,0.9576,-0.2624,-0.9624,0.9632,0.0256,0.1408,-0.9624,0.884,-0.02
-0.9696,-0.812,-0.9784,0.9744,-0.0688,0.9744,-0.4112,0.9664,-0.9784,-0.9728,-0.9584,0.9576,-0.268,-0.96,0.9696,0.0176,0.1272,-0.956,0.8992,-0.0216
-0.9712,-0.8248,-0.9776,0.976,-0.0608,0.9752,-0.4032,0.9672,-0.9824,-0.964,-0.9584,0.9568,-0.264,-0.9608,0.9736,0.0048,0.1384,-0.9688,0.8992,-0.032
-0.9736,-0.8304,-0.9808,0.976,-0.0664,0.96,-0.4048,0.972,-0.9776,-0.9536,-0.9464,0.9656,-0.26,-0.9624,0.972,-0.008,0.1368,-0.9688,0.896,-0.0264
-0.9704,-0.8264,-0.9792,0.9632,-0.0704,0.952,-0.4088,0.9696,-0.9792,-0.9688,-0.9504,0.9768,-0.244,-0.9624,0.9712,-0.0032,0.1464,-0.976,0.892,-0.0248
-0.9736,-0.8272,-0.9744,0.9704,-0.076,0.9632,-0.404,0.9712,-0.9744,-0.972,-0.964,0.9712,-0.2552,-0.9728,0.9704,-0.004,0.1512,-0.9736,0.896,-0.036
-0.9728,-0.8352,-0.972,0.9592,-0.0744,0.9752,-0.4136,0.9728,-0.9768,-0.9728,-0.9704,0.9744,-0.2624,-0.9784,0.964,-0.008,0.1696,-0.9624,0.9,-0.0376
-0.9664,-0.8328,-0.9712,0.96,-0.072,0.9696,-0.4192,0.9752,-0.98,-0.9728,-0.9608,0.976,-0.2528,-0.972,0.9728,-0.028,0.152,-0.9688,0.8976,-0.028
-0.96,-0.8248,-0.9648,0.9688,-0.0808,0.9752,-0.4304,0.9688,-0.9736,-0.9776,-0.9632,0.9736,-0.2584,-0.9736,0.9728,-0.0272,0.1592,-0.9712,0.9064,-0.032
-0.9704,-0.8344,-0.972,0.9744,-0.0688,0.9736,-0.4216,0.9704,-0.9736,-0.976,-0.9672,0.9704,-0.2616,-0.9744,0.9704,-0.0288,0.152,-0.9592,0.9056,-0.0168
-0.972,-0.8376,-0.9736,0.9672,-0.0784,0.9752,-0.4048,0.9808,-0.9672,-0.9752,-0.984,0.9712,-0.268,-0.9664,0.9696,-0.0192,0.1624,-0.96,0.9104,-0.02
-0.968,-0.8288,-0.9752,0.9736,-0.0664,0.9776,-0.4072,0.9656,-0.9712,-0.9776,-0.9744,0.9656,-0.2744,-0.9696,0.9672,-0.0112,0.1784,-0.9632,0.9112,-0.028
-0.9648,-0.836,-0.964,0.9808,-0.0688,0.9736,-0.4024,0.964,-0.9752,-0.9704,-0.9728,0.9704,-0.2696,-0.964,0.9696,-0.0224,0.1808,-0.9624,0.9048,-0.0424
-0.9776,-0.8376,-0.964,0.9816,-0.0768,0.9656,-0.3856,0.9672,-0.9792,-0.9712,-0.976,0.9712,-0.2424,-0.9616,0.9624,-0.024,0.156,-0.9496,0.9168,-0.0416
-0.9784,-0.8312,-0.96,0.976,-0.0824,0.9672,-0.3784,0.9664,-0.9824,-0.9704,-0.9816,0.9784,-0.236,-0.9672,0.9688,-0.028,0.1536,-0.9528,0.924,-0.0416
-0.9776,-0.824,-0.9624,0.9712,-0.0776,0.9776,-0.3912,0.9664,-0.98,-0.9776,-0.9728,0.9728,-0.24,-0.9664,0.9728,-0.0448,0.1464,-0.9512,0.9168,-0.0448
-0.968,-0.8208,-0.9712,0.9728,-0.0816,0.9672,-0.3984,0.9736,-0.9784,-0.9744,-0.9736,0.9664,-0.2376,-0.9544,0.976,-0.048,0.1416,-0.9624,0.9056,-0.0544
-0.9672,-0.8336,-0.9776,0.9784,-0.076,0.9712,-0.3952,0.9672,-0.9784,-0.968,-0.9736,0.9632,-0.2264,-0.9552,0.976,-0.0376,0.1432,-0.9624,0.8976,-0.0536
-0.98,-0.8368,-0.9744,0.9704,-0.0832,0.9656,-0.388,0.9752,-0.9816,-0.9776,-0.9744,0.968,-0.248,-0.9576,0.9696,-0.02,0.1304,-0.9672,0.9104,-0.06
-0.9688,-0.8416,-0.9792,0.9664,-0.0968,0.9648,-0.3792,0.9712,-0.9744,-0.9696,-0.98,0.972,-0.2528,-0.964,0.9784,-0.0064,0.112,-0.964,0.9176,-0.0736
-0.9704,-0.8392,-0.9752,0.9696,-0.0928,0.9648,-0.3632,0.9688,-0.9704,-0.972,-0.9736,0.9648,-0.2328,-0.9632,0.9776,-0.0008,0.1184,-0.9648,0.9224,-0.0696
-0.9672,-0.8296,-0.9664,0.9736,-0.0952,0.9696,-0.3576,0.9768,-0.972,-0.972,-0.9688,0.9664,-0.24,-0.968,0.984,0.0,0.1264,-0.9576,0.928,-0.0496
-0.968,-0.84,-0.9592,0.9648,-0.088,0.9584,-0.348,0.9728,-0.964,-0.9736,-0.976,0.968,-0.2568,-0.976,0.968,0.0016,0.1064,-0.9712,0.9312,-0.0448
-0.9664,-0.8408,-0.9544,0.9696,-0.0664,0.9536,-0.3496,0.9776,-0.9664,-0.9744,-0.9768,0.9568,-0.2488,-0.9808,0.9624,-0.0024,0.092,-0.9736,0.9384,-0.0496
-0.9688,-0.8488,-0.9528,0.972,-0.0712,0.9576,-0.3472,0.9776,-0.9808,-0.9648,-0.9712,0.9648,-0.2568,-0.98,0.9784,-0.012,0.0976,-0.9728,0.9336,-0.0544
-0.9672,-0.8352,-0.9576,0.9696,-0.0624,0.9632,-0.3464,0.9736,-0.9736,-0.9664,-0.964,0.9624,-0.2632,-0.9776,0.9792,-0.0272,0.108,-0.984,0.94,-0.0536
-0.9648,-0.8336,-0.9528,0.9704,-0.0704,0.9608,-0.3528,0.9656,-0.976,-0.9704,-0.9704,0.9712,-0.2736,-0.9776,0.9784,-0.0072,0.0984,-0.9752,0.9416,-0.0456
-0.968,-0.8376,-0.9544,0.9688,-0.0696,0.9656,-0.3368,0.9696,-0.9712,-0.9784,-0.9712,0.9712,-0.2656,-0.9736,0.9784,-0.0104,0.1208,-0.9736,0.9472,-0.0584
-0.9624,-0.8584,-0.9528,0.9728,-0.0784,0.9712,-0.3312,0.9624,-0.9648,-0.9832,-0.9696,0.9696,-0.2648,-0.9704,0.9648,-0.004,0.124,-0.9688,0.9472,-0.0656
-0.9632,-0.8656,-0.9576,0.9752,-0.08,0.9672,-0.3384,0.9728,-0.968,-0.9792,-0.972,0.9648,-0.2808,-0.972,0.9752,0.0024,0.1072,-0.9648,0.9496,-0.048
-0.9472,-0.872,-0.9512,0.9784,-0.0664,0.9728,-0.3344,0.9656,-0.9648,-0.9768,-0.9672,0.9688,-0.2792,-0.9728,0.9784,0.004,0.1056,-0.9664,0.952,-0.0344
-0.952,-0.8768,-0.9608,0.9744,-0.0632,0.9704,-0.3512,0.972,-0.9712,-0.9768,-0.9656,0.9768,-0.292,-0.9688,0.9784,0.004,0.0832,-0.9656,0.9624,-0.0368
-0.9632,-0.868,-0.9632,0.9728,-0.036,0.9808,-0.3584,0.9672,-0.9688,-0.9592,-0.9712,0.9776,-0.2872,-0.968,0.972,0.0224,0.0816,-0.9736,0.9568,-0.0336
-0.9672,-0.8736,-0.964,0.9752,-0.0504,0.98,-0.3736,0.9712,-0.9704,-0.9576,-0.9648,0.9728,-0.2904,-0.968,0.976,0.0232,0.0896,-0.964,0.9616,-0.0296
-0.972,-0.8752,-0.9688,0.9768,-0.052,0.98,-0.3656,0.972,-0.9648,-0.9696,-0.9552,0.9728,-0.2816,-0.968,0.9728,0.0336,0.0824,-0.9656,0.9696,-0.024
-0.9736,-0.884,-0.9688,0.968,-0.0728,0.9768,-0.3592,0.9808,-0.9664,-0.9728,-0.9496,0.9776,-0.2704,-0.9712,0.9768,0.02,0.0816,-0.9704,0.9704,-0.0096
-0.9768,-0.8688,-0.9744,0.9648,-0.0744,0.9776,-0.348,0.9776,-0.972,-0.9776,-0.952,0.9768,-0.2752,-0.972,0.9776,0.008,0.0784,-0.9688,0.9672,0.0064
-0.976,-0.8808,-0.9752,0.9584,-0.0664,0.976,-0.3344,0.9664,-0.9616,-0.9752,-0.9552,0.9704,-0.272,-0.9672,0.9768,0.0072,0.0848,-0.968,0.9696,0.0032
-0.968,-0.88,-0.9752,0.9592,-0.0592,0.9808,-0.3384,0.9704,-0.9592,-0.9688,-0.9632,0.972,-0.2856,-0.9696,0.9744,0.0048,0.0744,-0.9656,0.9752,-0.0016
-0.976,-0.8776,-0.9792,0.9664,-0.0568,0.984,-0.344,0.9624,-0.956,-0.96,-0.9584,0.964,-0.2784,-0.9736,0.9704,0.0072,0.0944,-0.9656,0.976,0.0048
-0.9728,-0.8792,-0.9712,0.9696,-0.052,0.9768,-0.3456,0.9624,-0.9592,-0.9688,-0.9688,0.9688,-0.2736,-0.968,0.9696,0.0184,0.0784,-0.9712,0.98,-0.0024
-0.9672,-0.896,-0.9584,0.9744,-0.0528,0.9744,-0.3592,0.964,-0.9624,-0.9712,-0.9696,0.9776,-0.2712,-0.972,0.9704,0.0232,0.0816,-0.968,0.9792,0.004
-0.9712,-0.9096,-0.9688,0.9832,-0.0584,0.9712,-0.3632,0.9576,-0.9656,-0.9688,-0.9712,0.9792,-0.2536,-0.9664,0.9776,0.0264,0.088,-0.972,0.9728,0.0096
-0.9696,-0.904,-0.968,0.9824,-0.0536,0.9792,-0.3608,0.9608,-0.9768,-0.9776,-0.968,0.9664,-0.2536,-0.9744,0.9768,0.0264,0.0944,-0.9728,0.9728,-0.008
-0.9624,-0.8904,-0.9776,0.9696,-0.048,0.98,-0.3624,0.9696,-0.9776,-0.9736,-0.9736,0.9656,-0.2536,-0.9848,0.9792,0.0248,0.0872,-0.9736,0.9704,-0.0152
-0.9688,-0.9024,-0.9712,0.9656,-0.0528,0.9808,-0.3528,0.9736,-0.9752,-0.9696,-0.9776,0.968,-0.256,-0.9808,0.9752,0.0168,0.084,-0.9784,0.9704,0.0072
-0.9728,-0.9112,-0.9656,0.9712,-0.056,0.9712,-0.348,0.9744,-0.9672,-0.9792,-0.984,0.9696,-0.2544,-0.9832,0.9808,0.0112,0.0784,-0.9696,0.9648,-0.0056
-0.9752,-0.9112,-0.9696,0.968,-0.04,0.9704,-0.3496,0.98,-0.9672,-0.9704,-0.9808,0.9728,-0.2568,-0.9768,0.9752,0.0168,0.0776,-0.9672,0.9584,0.0
-0.9656,-0.9176,-0.9664,0.972,-0.036,0.9688,-0.3512,0.9744,-0.9576,-0.9672,-0.9648,0.9728,-0.2696,-0.9744,0.9824,0.0296,0.0608,-0.9696,0.9656,-0.004
-0.972,-0.916,-0.9728,0.9784,-0.04,0.9744,-0.3432,0.9768,-0.956,-0.968,-0.9648,0.9728,-0.2504,-0.98,0.9752,0.0432,0.0576,-0.9616,0.964,0.0
-0.9584,-0.9184,-0.9728,0.984,-0.0456,0.9736,-0.3448,0.9752,-0.9616,-0.9736,-0.9648,0.972,-0.2312,-0.9808,0.9744,0.0344,0.0544,-0.9648,0.9672,0.0072
-0.9664,-0.9112,-0.9808,0.9736,-0.0296,0.964,-0.3576,0.9768,-0.9776,-0.9712,-0.9648,0.9776,-0.2224,-0.972,0.9816,0.0384,0.0584,-0.9648,0.9704,-0.0024
-0.9624,-0.9048,-0.972,0.9696,-0.0368,0.9624,-0.3736,0.9752,-0.9848,-0.9728,-0.9728,0.972,-0.2144,-0.9672,0.9672,0.036,0.0648,-0.9656,0.968,0.0072
-0.964,-0.9088,-0.9768,0.9688,-0.0336,0.968,-0.38,0.9728,-0.9832,-0.9736,-0.9648,0.9728,-0.2192,-0.9672,0.9712,0.0288,0.0576,-0.9704,0.9688,0.0032
-0.9712,-0.9176,-0.9664,0.972,-0.0272,0.9648,-0.3696,0.9736,-0.972,-0.9696,-0.9648,0.9704,-0.2336,-0.968,0.9712,0.0232,0.06,-0.9776,0.96,-0.0064
-0.9728,-0.9096,-0.964,0.976,-0.0304,0.9664,-0.3632,0.9704,-0.976,-0.9648,-0.9608,0.968,-0.2376,-0.9768,0.976,0.0272,0.0576,-0.968,0.9608,-0.0064
-0.9752,-0.9248,-0.952,0.9736,-0.044,0.9728,-0.3608,0.9744,-0.9832,-0.9648,-0.9616,0.9784,-0.2464,-0.9784,0.984,0.0248,0.06,-0.9672,0.9592,-0.0032
-0.972,-0.9176,-0.9616,0.9664,-0.052,0.9552,-0.3456,0.9744,-0.972,-0.9568,-0.9704,0.9792,-0.2568,-0.976,0.98,0.0432,0.088,-0.972,0.972,-0.0232
-0.9704,-0.9112,-0.968,0.968,-0.048,0.9616,-0.328,0.9616,-0.9632,-0.9608,-0.9712,0.976,-0.252,-0.9696,0.9824,0.0512,0.0936,-0.9752,0.9616,-0.0224
-0.9688,-0.92,-0.972,0.964,-0.0576,0.956,-0.3216,0.9616,-0.9704,-0.9592,-0.9776,0.9816,-0.2552,-0.9728,0.9752,0.0624,0.0976,-0.9744,0.968,-0.024
-0.9784,-0.9224,-0.9696,0.9648,-0.0504,0.9624,-0.34,0.9672,-0.9776,-0.9584,-0.9768,0.9752,-0.2544,-0.9664,0.9712,0.0272,0.0936,-0.9648,0.9632,-0.0192
-0.9736,-0.916,-0.9672,0.9568,-0.032,0.9584,-0.3496,0.9776,-0.9776,-0.9584,-0.9704,0.968,-0.2632,-0.9728,0.9664,0.04,0.0792,-0.9648,0.9656,-0.0136
-0.9688,-0.912,-0.9688,0.9712,-0.0232,0.976,-0.3296,0.9752,-0.9768,-0.9528,-0.9688,0.9608,-0.2552,-0.9704,0.9624,0.0184,0.0784,-0.9776,0.976,-0.0088
-0.9712,-0.9088,-0.9688,0.9712,-0.0232,0.972,-0.3264,0.9768,-0.976,-0.9656,-0.964,0.968,-0.252,-0.9712,0.9704,0.024,0.0712,-0.9792,0.9736,-0.0104
-0.9704,-0.908,-0.9664,0.9792,-0.0248,0.9648,-0.3296,0.972,-0.964,-0.9688,-0.9632,0.9744,-0.2488,-0.972,0.9648,0.0304,0.0568,-0.9808,0.9672,-0.0112
